ID;In welchem Bereich arbeitest du hauptsächlich?;Wie groß ist dein Unternehmen?;In welcher Branche ist dein Unternehmen tätig?;Wie häufig nutzt du GenAI-Tools im beruflichen Umfeld?;Für welche Aufgaben setzt du GenAI hauptsächlich ein?;Welche GenAI Modelle/Tools nutzt du?;Wie schätzt du aktuell deine Kompetenz im Umgang mit GenAI ein?;Heute;In 1-3 Jahren;Wie sicher fühlst du dich bei der Einordnung der Ergebnisse von GenAI-Antworten?;Warum nutzt du keine GenAI-Tools?;In welchen Bereichen wünschst du dir Verbesserungen bei der persönlichen Nutzung von GenAI-Tools?;Bist du dir der Datenschutz-/Datensicherheitsregeln bezüglich der Nutzung von GenAI-Tools bewusst?;GenAI wird aktuell als Wachstumstreiber und als Effizienzhebel beschrieben. Wie denkst du wird sich GenAI primär in deinem Unternehmen auswirken?;In welchem Stadium befinden sich die Dir bekannten KI-Anwendungsfälle überwiegend;Was ist aktuell die größte Herausforderung beim unternehmensweiten Einsatz von (Gen)AI?;Welche Modellstrategie wird Deiner Einschätzung nach in den nächsten 5 Jahren dominieren?
269;IT-Consulting;Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Texterstellung (Dokumentation, Berichte, Anforderungen);Recherche und Wissensvermittlung;";"OpenAI ChatGPT;";Ich nutze einfache Prompts, um mir grundlegende Aufgaben zu erleichtern.;Leichte Verbesserung;Leichte Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Datensicherheit;Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Wachstumstreiber (neue Produkte, Märkte, Umsatzpotenziale);Unternehmensweiter Rollout abgeschlossen;Unklarer Business Case / ROI-Nachweis;Spezialisierte, kleinere Modelle für spezifische Aufgaben
270;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;Entscheidungsautomatisierung;Bildgenerierung;";"OpenAI ChatGPT;";Ich nutze erweiterte Funktionen (z.B. Automatisierungen, eigene Workflows), um meine Aufgaben zu lösen.;Deutliche Verbesserung;Deutliche Verbesserung;Ich nutze den Großteil der Antworten als Vorlage, bei Zweifeln lasse ich die KI das Ergebnis überprüfen.;;"Benutzbarkeit (UI/UX);Akzeptanz im Team/Unternehmen;Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Wachstumstreiber (neue Produkte, Märkte, Umsatzpotenziale);Unternehmensweiter Rollout abgeschlossen;Integration in bestehende IT-Systeme;Hybridansatz aus großen und spezialisierten Modellen
271;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Deutliche Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Gleichermaßen beides;Unternehmensweiter Rollout abgeschlossen;Fehlende Datenqualität und -verfügbarkeit;Hybridansatz aus großen und spezialisierten Modellen
272;Management (Projekt, Produkt, Führung);Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;Microsoft Copilot;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Leichte Verbesserung;Deutliche Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Fehlerrate der Modelle;Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);Erzeugung von präziseren und treffsicheren Antworten;";Grundlegende Richtlinien sind mir bekannt, aber ich wende sie nicht immer konsequent an.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Mangel an qualifiziertem Personal und Know-how;Kann ich nicht einschätzen
273;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Leichte Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Prototyp vorhanden, weitere Entwicklung erforderlich;Fehlende Datenqualität und -verfügbarkeit;Spezialisierte, kleinere Modelle für spezifische Aufgaben
274;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Handel & E-Commerce;Wöchentlich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Leichte Verbesserung;Deutliche Verbesserung;Ich nutze den Großteil der Antworten als Vorlage, bei Zweifeln lasse ich die KI das Ergebnis überprüfen.;;"Fehlerrate der Modelle;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Wachstumstreiber (neue Produkte, Märkte, Umsatzpotenziale);Prototyp vorhanden, weitere Entwicklung erforderlich;Unklarer Business Case / ROI-Nachweis;Mehrere große Modelle in Kombination
275;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Softwareentwicklung ;";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Deutliche Verbesserung;Deutliche Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Unklarer Business Case / ROI-Nachweis;Hybridansatz aus großen und spezialisierten Modellen
276;Sonstiges;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;Bildgenerierung;";"OpenAI ChatGPT;Microsoft Copilot;";Ich nutze einfache Prompts, um mir grundlegende Aufgaben zu erleichtern.;Leichte Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Mehr Integration (Email, Terminkalender, Office Tools);";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Unternehmensweiter Rollout abgeschlossen;Unklarer Business Case / ROI-Nachweis;Mehrere große Modelle in Kombination
277;Support & Service;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Wöchentlich;"Texterstellung (Dokumentation, Berichte, Anforderungen);Bildgenerierung;";"OpenAI ChatGPT;";Ich nutze einfache Prompts, um mir grundlegende Aufgaben zu erleichtern.;Leichte Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Gleichermaßen beides;Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Fehlende Datenqualität und -verfügbarkeit;Spezialisierte, kleinere Modelle für spezifische Aufgaben
278;Sonstiges;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich habe GenAI-Tools wie ChatGPT lediglich ausprobiert.;Keine Änderung;Leichte Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Mehr Integration (Email, Terminkalender, Office Tools);";Grundlegende Richtlinien sind mir bekannt, aber ich wende sie nicht immer konsequent an.;Bisher weder noch erkennbar;In Konzeption oder Entwicklung;Fehlende Datenqualität und -verfügbarkeit;Ein zentrales, universelles Modell für alle Anwendungsfälle
279;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Testfallerstellung;Sparring / generating new ideas;";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Leichte Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Unternehmensweiter Rollout abgeschlossen;Unklarer Business Case / ROI-Nachweis;Hybridansatz aus großen und spezialisierten Modellen
280;IT-Consulting;Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Deutliche Verbesserung;Deutliche Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Akzeptanz im Team/Unternehmen;Mehr Integration (Email, Terminkalender, Office Tools);";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);In Konzeption oder Entwicklung;Unklarer Business Case / ROI-Nachweis;Hybridansatz aus großen und spezialisierten Modellen
281;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;Softwareentwicklung ;";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Deutliche Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Integration in bestehende IT-Systeme;Hybridansatz aus großen und spezialisierten Modellen
282;Entwicklung & Architektur (Software, Data Science, KI, Systemarchitektur);Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;Prozessautomatisierung;Entscheidungsautomatisierung;Softwareentwicklung ;Bildgenerierung;Bugfixing;";"OpenAI ChatGPT;";Ich nutze erweiterte Funktionen (z.B. Automatisierungen, eigene Workflows), um meine Aufgaben zu lösen.;Deutliche Verbesserung;Leichte Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Gleichermaßen beides;In Konzeption oder Entwicklung;Unklare Governance und regulatorische Unsicherheit;Kann ich nicht einschätzen
283;IT-Consulting;Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Bugfixing;Softwareentwicklung ;Präsentationserstellung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;Anthrophic Claude;Lokale OpenSource Modelle (z.B. Llama, DeepSeek, Gemma, Mistral, Phi, qwen o.a.);";Ich entwickle eigene GenAI-basierte Lösungen (z.B. mit Hilfe von MCP-Zugriffen oder eigenen Agenten).;Leichte Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Fehlerrate der Modelle;";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Gleichermaßen beides;Prototyp vorhanden, weitere Entwicklung erforderlich;Mangel an qualifiziertem Personal und Know-how;Mehrere große Modelle in Kombination
284;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;Prozessautomatisierung;Bildgenerierung;";"OpenAI ChatGPT;Andere cloudbasierte Modelle/Tools;";Ich nutze erweiterte Funktionen (z.B. Automatisierungen, eigene Workflows), um meine Aufgaben zu lösen.;Deutliche Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Mehr Integration (Email, Terminkalender, Office Tools);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Integration in bestehende IT-Systeme;Spezialisierte, kleinere Modelle für spezifische Aufgaben
285;Operations (DevOps, Platform Engineering, IT-Admin);Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Prozessautomatisierung;Bildgenerierung;";"OpenAI ChatGPT;";Ich nutze einfache Prompts, um mir grundlegende Aufgaben zu erleichtern.;Leichte Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);In Konzeption oder Entwicklung;Fehlende Datenqualität und -verfügbarkeit;Kann ich nicht einschätzen
286;Support & Service;Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich nutze einfache Prompts, um mir grundlegende Aufgaben zu erleichtern.;Deutliche Verbesserung;Deutliche Verbesserung;Mir ist bewusst, dass KI-Ergebnisse ungenau, fehlerhaft oder biased sein können, ich überprüfe manche Antworten ohne KI Unterstützung.;;"Benutzbarkeit (UI/UX);Datensicherheit;Fehlerrate der Modelle;Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich bin mit den wichtigsten Regelungen vertraut und setze diese besten Gewissens um.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Mangel an qualifiziertem Personal und Know-how;Hybridansatz aus großen und spezialisierten Modellen
287;Support & Service;Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;";"OpenAI ChatGPT;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Keine Änderung;Leichte Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Datensicherheit;Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Unternehmensweiter Rollout abgeschlossen;Unklarer Business Case / ROI-Nachweis;Hybridansatz aus großen und spezialisierten Modellen
288;IT-Consulting;Konzern (über 5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Wöchentlich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);";"OpenAI ChatGPT;";Ich nutze erweiterte Funktionen (z.B. Automatisierungen, eigene Workflows), um meine Aufgaben zu lösen.;Leichte Verbesserung;Leichte Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Effizienzhebel (Kostensenkung, Prozessoptimierung);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Integration in bestehende IT-Systeme;Mehrere große Modelle in Kombination
289;IT-Consulting;Großes Unternehmen (251-5000 Mitarbeiter);Dienstleistungen, IT & Beratung;Täglich;"Recherche und Wissensvermittlung;Texterstellung (Dokumentation, Berichte, Anforderungen);Präsentationserstellung;Bildgenerierung;";"OpenAI ChatGPT;Microsoft Copilot;";Ich nutze verschiedene Modelle und Prompting-Methoden und setze diese gezielt für bessere Ergebnisse ein.;Leichte Verbesserung;Deutliche Verbesserung;Ich überprüfe jede Antwort mit eigener Recherche oder eigenem Wissen.;;"Fehlerrate der Modelle;Erzeugung von präziseren und treffsicheren Antworten;Mehr Integration (Email, Terminkalender, Office Tools);Kontextmanagement (Projektdaten, persönliche Daten, Unternehmensdaten);Datensicherheit;";Ich kenne die gesetzlichen Rahmenbedingungen (z.B. DSGVO, EU-AI-Act) und achte konsequent auf deren Einhaltung.;Als Wachstumstreiber (neue Produkte, Märkte, Umsatzpotenziale);Erste Produktivversion im Einsatz, iterative Weiterentwicklung;Unklare Governance und regulatorische Unsicherheit;Mehrere große Modelle in Kombination
